ISBN,TITLE,AUTHORS,GENRES,SUMMARY,LANGUAGE,COUNTRY,NUM_PAGES,COVER,PUBLISHER,PUBLICATION_DATE
9780007322596,"The Lord of the Rings: The Fellowship of the Ring, The Two Towers, The Return of the King",J. R. R. Tolkien,none,"All three parts of the epic masterpiece The Lord of the Rings – The Fellowship of the Ring, The Two Towers & The Return of the King – available as one download, featuring the definitive edition of the text, hyperlinked footnotes and page references, and 3 maps including a detailed map of Middle-earth. Sauron, the Dark Lord, has gathered to him all the Rings of Power – the means by which he intends to rule Middle-earth. All he lacks in his plans for dominion is the One Ring – the ring that rules them all – which has fallen into the hands of the hobbit, Bilbo Baggins. In a sleepy village in the Shire, young Frodo Baggins finds himself faced with an immense task, as the Ring is entrusted to his care. He must leave his home and make a perilous journey across the realms of Middle-earth to the Crack of Doom, deep inside the territories of the Dark Lord. There he must destroy the Ring forever and foil the Dark Lord in his evil purpose. Since it was first published in 1954, ‘The Lord of the Rings’ has been a book people have treasured. Steeped in unrivalled magic and otherworldliness, its sweeping fantasy has touched the hearts of young and old alike.",English,UK,1216,http://openlibrary.org/isbn/9781101636459-S.jpg,HarperCollins UK,2009-04-20
9781101615478,The Neatest Little Guide to Stock Market Investing: Fifth Edition,Jason Kelly,"Business &amp, Economics , Personal Finance , Investing","The essential stock market guide for beginners, updated with timely strategies for investing your money. The perfect gift for anyone hoping to learn the basics of investing. 

Now in its fifth edition, The Neatest Little Guide to Stock Market Investing has established itself as a clear, concise, and highly effective approach to stocks and investment strategy. Rooted in the principles that made it invaluable from the start, this completely revised and updated edition of The Neatest Little Guide to Stock Market Investing shares a wealth of information, including: 

•What has changed and what remains timeless as the economy recovers from the subprime crash 

•All-new insights from deep historical research showing which measurements best identify winning stocks 

•A rock-solid value averaging plan that grows 3 percent per quarter, regardless of the economic climate 

•An exclusive conversation with legendary Legg Mason portfolio manager Bill Miller, revealing what he learned from the crash and recovery 

•Thoroughly updated resources emphasizing online tools, the latest stock screeners, and analytical sites that best navigated recent trends 

Accessible and intelligent, The Neatest Little Guide to Stock Market Investing is what every investor, new or seasoned, needs to keep pace in the current market. This book is a must read for anyone looking to make money in the stock market this year!",English,USA,336,http://openlibrary.org/isbn/9781101636459-S.jpg,Penguin,2012-12-24
9781497684256,Candide,Voltaire,none,"Voltaire’s satire of eighteenth-century Europe, hailed as one of the most influential works in the Western canon

 Candide’s misfortunes begin when his uncle, a German baron, banishes him for kissing the baron’s daughter, Cunégonde. Forced to make his own way in the world, Candide goes from conscription in the Bulgar army, to Lisbon, after a harrowing voyage by sea, to the tutelage of the Enlightenment philosopher Pangloss. After an unexpected reunion with his beloved Cunégonde, Candide finds that further misadventure awaits, first through South America and then back in Europe, where he settles in the countryside.

 Among the most widely renowned texts of western literature, Candide lives on two hundred fifty years since its first publication as a supreme example of political, philosophical, and religious satire whose wit and power of observation have influenced writers for generations.

 This ebook has been professionally proofread to ensure accuracy and readability on all devices.",English,USA,112,http://openlibrary.org/isbn/9781101636459-S.jpg,Open Road Media,2015-01-27
9781939996343,Thirty-Five and a Half Conspiracies: Rose Gardner Mystery #8,Denise Grover Swank,none,"Book eight in the New York Times and USA Today bestselling Rose Gardner Mystery series.
Rose Gardner has survived plenty of close scrapes in the past, but her latest bit of trouble has landed her in the Fenton County holding cell on trumped up charges. The most powerful man in southern Arkansas, J.R. Simmons, is determined to put her behind bars for good and destroy everything she holds dear, including her boyfriend, Mason, and her friend Skeeter, reigning king of the Fenton County crime world. In a stunning betrayal, it seems as if J.R.’s son, Rose’s ex-boyfriend, might have turned tail and joined his father.
 But Rose doesn’t have to face this fight alone. Her tight-knit group of friends is dedicated to helping her figure out—and foil—J.R.’s plan for ruining her, Mason, and Skeeter. But even with their support and the use of her special power, Rose is at a disadvantage. J.R. is a criminal mastermind who has been using his money, power, and web of influence to hide his conspiracies for years. How can she hope to find solid evidence implicating someone who’s mastered the art of not getting caught? 
Time is running out, and soon Rose realizes that reassuming her role of the Lady in Black might be her only chance at ferreting out the evidence that will save them all. In so doing, she will risk not only her life, but the possibility that her secret identity will be unveiled to all.",English,USA,350,http://openlibrary.org/isbn/9781101636459-S.jpg,DGS,2015-11-03
9781101207369,Her Royal Spyness,Rhys Bowen,none,"THE FIRST ROYAL SPYNESS MYSTERY!

The New York Times bestselling author of the Molly Murphy and Constable Evan Evans mysteries turns her attentions to “a feisty new heroine to delight a legion of Anglophile readers.”*

London, 1932. Lady Victoria Georgiana Charlotte Eugenie, 34th in line for the English throne, is flat broke. She's bolted Scotland, her greedy brother, and her fish-faced betrothed. London is a place where she'll experience freedom, learn life lessons aplenty, do a bit of spying for HRH—oh, and find a dead Frenchman in her tub. Now her new job is to clear her long family name...",English,USA,336,http://openlibrary.org/isbn/9781101636459-S.jpg,Penguin,2008-07-01
9781848940819,'Salem's Lot,Stephen King,none,"'Turn off the television - in fact, why don't you turn off all the lights except for the one over your favourite chair? - and we'll talk about vampires here in the dim. I think I can make you believe in them.'
Stephen King, from the Introduction. 'Salem's Lot is a small New England town with the usual quota of gossips, drinkers, weirdos and respectable folk. Of course there are tales of strange happenings - but not more than in any other town its size.Ben Mears, a moderately successful writer, returns to the Lot to write a novel based on his early years, and to exorcise the terrors that have haunted him since childhood. The event he witnessed in the house now rented by a new resident. A newcomer with a strange allure. A man who causes Ben some unease as things start to happen: a child disappears, a dog is brutally killed - nothing unusual, except the list starts to grow.Soon surprise will turn to bewilderment, bewilderment to confusion and finally to terror . . .",English,UK,300,http://openlibrary.org/isbn/9781101636459-S.jpg,Hachette UK,2008-12-11
9780307796226,Wedge's Gamble: Star Wars Legends (X-Wing),Michael A. Stackpole,none,"Sleek, swift, and deadly, they are the X-wing fighters. And as the battle against the Empire rages across the vastness of space, the pilots risk both their lives and their machines for the cause of the Rebel Alliance. Now they must embark on a dangerous espionage mission, braving betrayal and death on the Imperial homeworld to smash the power of a ruthless foe!

It is the evil heart of a battered and reeling Empire: Coruscant, the giant city-world from whose massive towers the Imperial High Command directs the war. The Rebels will invade this mighty citadel in a daring move to bring the Empire to its knees. But first Wedge Antilles and his X-wing pilots must infiltrate
Coruscant to gain vital intelligence information. Capture means death, or worse--enslavement by the vicious leader known as ""Iceheart,"" Ysanne Isard, now
Emperor in all but name. And one of Rogue Squadron's own is already her slave, a traitor hidden behind a mask of innocence, working to betray both colleagues and the Rebellion itself.

Features a bonus section following the novel that includes a primer on the Star Wars expanded universe, and over half a dozen excerpts from some of the most popular Star Wars books of the last thirty years!",English,USA,368,http://openlibrary.org/isbn/9781101636459-S.jpg,Del Rey,2011-06-28
9780698198586,The Magic of Thinking Big,David J. Schwartz,none,"The timeless and practical advice in The Magic of Thinking Big clearly demonstrates how you can: Sell moreManage betterLead fearlesslyEarn moreEnjoy a happier, more fulfilling life With applicable and easy-to-implement insights, you’ll discover:Why believing you can succeed is essentialHow to quit making excusesThe means to overcoming fear and finding confidenceHow to develop and use creative thinking and dreamingWhy making (and getting) the most of your attitudes is criticalHow to think right towards othersThe best ways to make “action” a habitHow to find victory in defeatGoals for growth, andHow to think like a leader 
""Believe Big,” says Schwartz. “The size of your success is determined by the size of your belief. Think little goals and expect little achievements. Think big goals and win big success. Remember this, too! Big ideas and big plans are often easier -- certainly no more difficult - than small ideas and small plans.""",English,USA,256,http://openlibrary.org/isbn/9781101636459-S.jpg,Penguin,2014-12-02
Original pages,The Umbrella Academy: Apocalypse Suite #1,Gerard Way,"Comics & Graphic Novels , General","Once, the Umbrella Academy was unstoppable. Under the tutelage of their guardian and mentor, Dr. Reginald Hargreeves, its members spent their childhoods fighting evil and honing their extraordinary gifts. Until something went terribly wrong. Now, nine years later, the estranged members of the Umbrella Academy are reunited by the death of the only parent they've ever known and the rise of a new and terrible threat. Will they be able to overcome their history for long enough to save the worldone more time? Conceived and written by Gerard Way of My Chemical Romance, _The Umbrella Academy_ features interior art by Eisner Award-winning artist Gabriel B�� (_De:Tales_), colors by Eisner Award-winning colorist Dave Stewart, and covers by multiple Eisner Award-winning painter James Jean (_Fables_).  **2008 Eisner Award winnerBest Limited Series and Best Cover Artist!**",English,USA,23,http://openlibrary.org/isbn/9781101636459-S.jpg,Dark Horse Comics (Single Issues),2015-09-23
9781094310442,Homecoming (A Chloe Fine Psychological Suspense Mystery—Book 5),Blake Pierce,"Fiction , Mystery &amp, Detective , General","“A masterpiece of thriller and mystery. Blake Pierce did a magnificent job developing characters with a psychological side so well described that we feel inside their minds, follow their fears and cheer for their success. Full of twists, this book will keep you awake until the turn of the last page.”--Books and Movie Reviews, Roberto Mattos (re Once Gone)
HOMECOMING (A Chloe Fine Mystery) is book #5 in a new psychological suspense series by bestselling author Blake Pierce, whose #1 bestseller Once Gone (Book #1) (a free download) has over 1,000 five-star reviews.  When two husbands, best friends, turn up dead in a wealthy suburban town, FBI VICAP Special Agent Chloe Fine, 27, is called in to unmask the lies in this small town and to find the killer.  Chloe will have to penetrate this town’s perfect façade, to get past its public appearances to understand the truth of who these men were, and who may have wanted them dead. And in a town that thrives on its exclusivity, that won’t be easy to do. What secrets were these husbands hiding?
An emotionally wrought psychological suspense with layered characters, small-town ambiance and heart-pounding suspense, HOMECOMING is book #5 in a riveting new series that will leave you turning pages late into the night.
Book #6 in the Chloe Fine series is now available for pre-order!",English,USA,250,http://openlibrary.org/isbn/9781101636459-S.jpg,Blake Pierce,2019-10-29
9781940270371,Diabolical,Jana DeLeon,"Fiction , Thrillers , Psychological","From New York Times bestselling author Jana DeLeon, the third book in the Shaye Archer thriller series.Nine years ago, the police found Shaye Archer wandering in the French Quarter, beaten and abused and with no memory of the previous fifteen years, not even her name. Now, at twenty-four, Shaye is a licensed private investigator, determined to get answers for her clients when the police can’t help. But her last case uncovered more than anyone anticipated, and pieces of Shaye’s missing past have surfaced with unexpected consequences.She’s starting to remember.Will Shaye unlock the secrets buried deep in her mind? And more importantly, can she handle the truth if she does?",English,USA,360,http://openlibrary.org/isbn/9781101636459-S.jpg,Jana DeLeon,2016-08-08
9781401236410,Green Lantern: Secret Origin,Geoff Johns,"Comics &amp, Graphic Novels , Superheroes","Before he became the Green Lantern...before he unwittingly brought about the downfall of the Green Lantern Corps...before his rebirth as the universe's most powerful protector...Hal Jordan of Earth was just a washed-up test pilot with no way to fly...until the dying alien Abin Sur granted him his power ring, the most powerful weapon in the universe--and his entry into a reality he could never have imagined. Hal Jordan's metamorphosis from cocky test pilot to the role of the intergalactic guardian Green Lantern makes its way to the big screen in June 2011 from Warner Bros. Pictures, directed by Martin Campbell(CASINO ROYALE) and starring Ryan Reynolds and Blake Lively.  In preparation for his roll as Hal Jordan in ""Green Lantern"", Ryan Reynolds, who also contributes the introduction to this new edition, has pointed to Geoff Johns' GREEN LANTERN: SECRET ORIGIN as ""his bible"" for shaping his portrayal of Hal Jordan:  ""Green Lantern encompasses a seemingly limitless supply of adventure.""  This new edition includes several preview pages from Green Lantern: Rebirth and Green Lantern: The Sinestro Corps War. Collects issues #29-35",English,USA,194,http://openlibrary.org/isbn/9781101636459-S.jpg,DC,2011-04-12
9781529361353,Tall Tales and Wee Stories: The Best of Billy Connolly,Billy Connolly,"Biography &amp, Autobiography , Entertainment &amp, Performing Arts","THE SUNDAY TIMES BESTSELLER'Coming from Glasgow, it's weird, I don't really tell jokes, like Irish jokes and all that. I tell wee stories. And some of them don't even have punchlines. But you'll get used to it as the night goes on, and on, and on, and on and on...'In December 2018, after fifty years of belly-laughs, energy and outrage, Billy Connolly announced his retirement from live stand-up comedy. It had been an extraordinary career.When he first started out in the late sixties, Billy played the banjo in the folk clubs of Scotland. Between songs, he would improvise a bit, telling anecdotes from the Clyde shipyard where he'd worked. In the process, he made all kinds of discoveries about what audiences found funny, from his own brilliant mimes to the power of speaking irreverently about politics or explicitly about sex. He began to understand the craft of great storytelling. Soon the songs became shorter and the monologues longer, and Billy quickly became recognised as one of the most exciting comedians of his generation.Billy's routines always felt spontaneous. He never wrote scripts, always creating his comedy freshly on stage in the presence of a live audience. A brilliant comic story might be subsequently discarded, adapted or embellished. A quick observation or short anecdote one night, could become a twenty-minute segment by the next night of a tour.Billy always brought a beautiful sense of the absurd to his shows as he riffed on his family, hecklers, swimming in the North Sea or naked bungee jumping. But his comedy can be laced with anger too. He hates pretentiousness and calls out hypocrisy wherever he sees it. His insights about the human condition have shocked many people, while his unique talent and startling appearance on stage gave him license to say anything he damn well pleased about sex, politics or religion. Billy got away with it because he has always had the popular touch. His comedy spans generations and different social tribes in a way that few others have ever managed.Tall Tales and Wee Stories brings together the very best of Billy's storytelling for the first time and includes his most famous routines including, The Last Supper, Jojoba Shampoo, Incontinence Pants and Shouting at Wildebeest. With an introduction and original illustrations by Billy throughout, it is an inspirational, energetic and riotously funny read, and a fitting celebration of our greatest ever comedian.",English,UK,336,http://openlibrary.org/isbn/9781101636459-S.jpg,Hachette UK,2019-10-17
9780814436288,Business Strategy (The Brian Tracy Success Library),Brian Tracy,"Business &amp, Economics , Workplace Culture","How will you determine if your company has succeeded if you can’t base its performance on a well-defined business strategy? A strategic plan, established at your venture’s birth, helps crystalize the future of the organization--mapping a clear path from where the company stands today to where you wish it to be.Renowned business author Brian Tracy has provided a simple path to creating the specific business strategy needed for your company’s success. Readers of Business Strategy will discover how to:• Ask the five key questions vital to any strategic plan• Determine a corporate mission that lifts and inspires people• Define themselves in relation to their competition• Anticipate crises• Reposition their business with new products, services, and technology• And moreIncorporating wide-ranging examples--from Alexander the Great to IBM to General Electric--this concise, practical guide gives readers proven ideas for increasing their company’s bottom line and maximizing their strengths and opportunities. The path to success starts at the beginning!",English,USA,112,http://openlibrary.org/isbn/9781101636459-S.jpg,AMACOM,2015-04-29
9781632914965,Night of the Bold (Kings and Sorcerers--Book 6),Morgan Rice,"Fiction , Fantasy , General","“An action packed fantasy sure to please fans of Morgan Rice’s previous novels, along with fans of works such as The Inheritance Cycle by Christopher Paolini…. Fans of Young Adult Fiction will devour this latest work by Rice and beg for more.” 
 --The Wanderer, A Literary Journal (regarding Rise of the Dragons) 
 
 The #1 Bestselling series, with over 400 five star reviews on Amazon! 
 
 NIGHT OF THE BOLD is book #6—and the final installment—in Morgan Rice’s bestselling epic fantasy series KINGS AND SORCERERS (which begins with RISE OF THE DRAGONS, a free download)! 
 
 In NIGHT OF THE BOLD, Kyra must find a way to free herself from Marda and return to Escalon with the Staff of Truth. If she does, awaiting her will be the most epic battle of her life, as she will need to face off against Ra’s armies, a nation of trolls, and a flock of dragons. If her powers, and the weapon, are strong enough, her mother awaits her, ready to reveal the secrets of her destiny, and of her birth.
 
 Duncan must make an epic stand against Ra’s armies once and for all. Yet even as he fights the greatest battles of his life, leading to a final stand in The Devil’s Gluch, he cannot expect the dark trickery that Ra has awaiting him.
 
 In the Bay of Death, Merk and King Tarnis’ daughter must join forces with Alec and the warriors of the Lost Isles to fight off the dragons. They must find Duncan and unite to save Escalon, yet Vesuvius has resurfaced, and they cannot anticipate the treachery awaiting them.
 
 In the epic finale to Kings and Sorcerers, the most dramatic battles, weapons and sorcery all lead to a breathtaking, unexpected conclusion, filled with both heartbreaking tragedy and inspiring re-birth.
 
 With its strong atmosphere and complex characters, NIGHT OF THE BOLD is a sweeping saga of knights and warriors, of kings and lords, of honor and valor, of magic, destiny, monsters and dragons. It is a story of love and broken hearts, of deception, ambition and betrayal. It is fantasy at its finest, inviting us into a world that will live with us forever, one that will appeal to all ages and genders. 
 
 “If you thought that there was no reason left for living after the end of the Sorcerer’s Ring series, you were wrong. Morgan Rice has come up with what promises to be another brilliant series, immersing us in a fantasy of trolls and dragons, of valor, honor, courage, magic and faith in your destiny. Morgan has managed again to produce a strong set of characters that make us cheer for them on every page.…Recommended for the permanent library of all readers that love a well-written fantasy.” 
 --Books and Movie Reviews, Roberto Mattos (regarding Rise of the Dragons)",English,USA,250,http://openlibrary.org/isbn/9781101636459-S.jpg,Morgan Rice,2015-11-06
9780525541820,Final Option,Clive Cussler,"Fiction , Thrillers , General","In Final Option, Juan Cabrillo fights the worst enemy from his past to the terrifying and unexpected ending created by the Grand Master of Adventure, Clive Cussler, in the latest action-packed thriller in his #1 New York Times-bestselling series.

When the CIA realizes the identities of three American spies in Brazil have been compromised, they turn to Juan Cabrillo and the crew of the Oregon to rescue the agents. What seems a routine operation turns out to be a trap designed by Juan Cabrillo's greatest enemy, a man driven by hate to seek the ultimate revenge. At the heart of the plot is a state-of-the-art ship that is identical to the Oregon: same weaponry, same technology, same ability to evade capture. The only thing it doesn't have is Cabrillo and his talented crew. But will they be enough to go up against the one ship that rivals their own? 

The crew of the Oregon must piece together a series of disturbing events, including the mysterious sinking of a nuclear attack submarine and the possible discovery of a WWII-era weapon that was thought to be lost in the jungles of Brazil, in the ultimate game of cat and mouse.",English,USA,400,http://openlibrary.org/isbn/9781101636459-S.jpg,Penguin,2019-11-05
9781501141232,It,Stephen King,none,"It: Chapter Two—now a major motion picture!
 
 Stephen King’s terrifying, classic #1 New York Times bestseller, “a landmark in American literature” (Chicago Sun-Times)—about seven adults who return to their hometown to confront a nightmare they had first stumbled on as teenagers…an evil without a name: It.

Welcome to Derry, Maine. It’s a small city, a place as hauntingly familiar as your own hometown. Only in Derry the haunting is real.
 
They were seven teenagers when they first stumbled upon the horror. Now they are grown-up men and women who have gone out into the big world to gain success and happiness. But the promise they made twenty-eight years ago calls them reunite in the same place where, as teenagers, they battled an evil creature that preyed on the city’s children. Now, children are being murdered again and their repressed memories of that terrifying summer return as they prepare to once again battle the monster lurking in Derry’s sewers.
 
Readers of Stephen King know that Derry, Maine, is a place with a deep, dark hold on the author. It reappears in many of his books, including Bag of Bones, Hearts in Atlantis, and 11/22/63. But it all starts with It.
 
“Stephen King’s most mature work” (St. Petersburg Times), “It will overwhelm you…to be read in a well-lit room only” (Los Angeles Times).",English,USA,1168,http://openlibrary.org/isbn/9781101636459-S.jpg,Simon and Schuster,2016-01-01
9781526610232,Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,"Business &amp, Economics , Time Management","'A must-read' MARK MANSON

'Exactly what most of us need in order to focus on what is important, rather than the dazzling, illuminated, unsatisfying distractions of modern life' MATT HAIG

'Does exactly as it promises. Amazing' CHRIS EVANS

'A guide to staying focused in an age of constant distraction' GUARDIAN

'Eyal argues with impeccable logic' THE TIMES

'Masses of really useful arsenal and some very interesting studies about how to be less distracted in the world' PANDORA SYKES

'Now there's a way we can regain our ability to focus' RED
___________________________

We are living through a crisis of distraction. Plans get sidetracked, friends are ignored, work never seems to get done. 

Why does it feel like we're distracting our lives away?

In Indistractable, behavioural designer Nir Eyal shows what life could look like if you followed through on your intentions. Instead of suggesting a digital detox, Eyal reveals the hidden psychology driving you to distraction, and teaches you how to make pacts with yourself to keep your brain on track. Indistractable is a guide to making decisions and seeing them through. 

Empowering and optimistic, this is the book that will help you design your time, realise your ambitions, and live the life you really want.",English,UK,400,http://openlibrary.org/isbn/9781101636459-S.jpg,Bloomsbury Publishing,2019-10-17
9781632913296,The Weight of Honor (Kings and Sorcerers--Book 3),Morgan Rice,none,"“An action packed fantasy sure to please fans of Morgan Rice’s previous novels, along with fans of works such as The Inheritance Cycle by Christopher Paolini…. Fans of Young Adult Fiction will devour this latest work by Rice and beg for more.”--The Wanderer, A Literary Journal (regarding Rise of the Dragons)The #1 Bestselling series!THE WEIGHT OF HONOR is book #3 in Morgan Rice’s bestselling epic fantasy series KINGS AND SORCERERS (which begins with RISE OF THE DRAGONS, a free download)!In THE WEIGHT OF HONOR, Kyra finally meets her cryptic uncle, and is shocked to discover he is not the man she expected. She embarks on a period of training which will test her stamina and her frustration, as she soon encounters the limits of her power. Unable to summon her dragon, unable to search deep within, and feeling an urgency to help in her father’s wars, Kyra doubts if she will ever become the warrior she thought she was. And when she meets a mysterious boy, more powerful than her, deep in the forest, she wonders what her future really has in store for her.Duncan must descend the peaks of Kos with his new army and, vastly outnumbered, launch a risky invasion on the capital. If he wins, waiting behind its ancient walls, he knows, will be the old king and his nest of nobles and aristocrats, all with their own agendas, all of them as quick to betray as they are to embrace. Unifying Escalon may, indeed, be harder than freeing it.Alec, in Ur, must tap his unique skills in the forge to aid the resistance if they have any chance of defending against the looming Pandesian invasion. He is awestruck when he encounters Dierdre, the strongest girl he has ever meet. The time she has a chance to make a stand against Pandesia, and as she bravely faces off, she who wonders if her father and his men will have her back this time.Alec, in Ur, must tap his unique skills in the forge to aid the resistance if they have any chance of defending against the looming Pandesian invasion. He is awestruck when he encounters Dierdre, the strongest girl he has ever met. This time she has a chance to make a stand against Pandesia, and as she bravely faces off, she wonders if her father and his men will have her back this time.Vesuvius leads his Troll nation across a vulnerable Escalon, devastating the land, while Theos, enraged at what becomes of his son, is on a rampage himself, and will not stop until all of Escalon is aflame.With its strong atmosphere and complex characters, THE WEIGHT OF HONOR is a sweeping saga of knights and warriors, of kings and lords, of honor and valor, of magic, destiny, monsters and dragons. It is a story of love and broken hearts, of deception, ambition and betrayal. It is fantasy at its finest, inviting us into a world that will live with us forever, one that will appeal to all ages and genders.Book #4 in KINGS AND SORCERERS will be published soon.“If you thought that there was no reason left for living after the end of the Sorcerer’s Ring series, you were wrong. Morgan Rice has come up with what promises to be another brilliant series, immersing us in a fantasy of trolls and dragons, of valor, honor, courage, magic and faith in your destiny. Morgan has managed again to produce a strong set of characters that make us cheer for them on every page.…Recommended for the permanent library of all readers that love a well-written fantasy.”--Books and Movie Reviews, Roberto Mattos (regarding Rise of the Dragons)“[The novel] succeeds—right from the start…. A superior fantasy…It begins, as it should, with one protagonist's struggles and moves neatly into a wider circle of knights, dragons, magic and monsters, and destiny.…All the trappings of high fantasy are here, from soldiers and battles to confrontations with self….A recommended winner for any who enjoy epic fantasy writing fueled by powerful, believable young adult protagonists.”--Midwest Book Review, D. Donovan, eBook Reviewer (regarding Rise of the Dragons)“A plot-driven novel that’s easy to read in a weekend…A good start to a promising series.” --San Francisco Book Review (regarding Rise of the Dragons)",English,USA,250,http://openlibrary.org/isbn/9781101636459-S.jpg,Morgan Rice,2015-07-01
9781619882171,Mega Man #1,Ian Flynn,none,"The future looks bright when brilliant and benevolent Dr. Light unveils his latest creations: the Robot Masters! But when the nefarious Dr. Wily steals them for his own sinister purposes, there is no one left to stop him.",English,USA,25,http://openlibrary.org/isbn/9781101636459-S.jpg,Archie Comic Publications,2011-05-04
9781471172816,Dork Diaries: Spectacular Superstar,Rachel Renee Russell,none,"Nikki Maxwell’s summer is packed with drama in this fourteenth installment of the bestselling Dork Diaries series - now with over 45 million books in print worldwide!

 Nikki and her bandmates are looking forward to an AWESOME summer on tour as the opening act for the world famous Bad Boyz! Nikki is a little worried when her frenemy, MacKenzie Hollister, weasels her way on to the tour. But she has a total MELTDOWN when she learns that MacKenzie is her new roommate! Will Nikki survive her dream tour turning into a nightmare?!",English,USA,368,http://openlibrary.org/isbn/9781101636459-S.jpg,Simon and Schuster,2019-10-31
9781473616141,The Secrets of Saving and Investing with Alvin Hall: Simple Strategies to Make Your Money Go Further,Alvin Hall,"Business &amp, Economics , E-Commerce , Online Trading","The most popular question Alvin Hall is asked is 'where does my money go?'. In this quick and straightforward mini-guide, Alvin helps everyone get their finances in order by exploring the fundamentals of savings and investments.  Helping you to reverse that 'spend first, save later' impulse, Alvin beats a clear pathway through the financial maze of saving and investing, and provides a practical understanding of how to make the most of your personal finances.This is an easy-to-follow advice for a brighter, sounder financial future.",English,UK,30,http://openlibrary.org/isbn/9781101636459-S.jpg,Hachette UK,2015-01-29
9781476759685,The Raven,Edgar Allan Poe,"Fiction , Classics","Edgar Allan Poe’s celebrated narrative poem now available as an ebook, including an extended excerpt from Mrs. Poe by Lynn Cullen, a vivid and compelling novel about a poet who becomes entangled in an affair with Edgar Allan Poe—at the same time that she becomes the unwilling confidante of his much-younger wife.",English,USA,32,http://openlibrary.org/isbn/9781101636459-S.jpg,Simon and Schuster,2013-08-26
Original pages,Sonic the Hedgehog #3,Ian Flynn,"Comics & Graphic Novels , Science Fiction","Sonic and Knuckles team up, and it's just like old times-until two new villains show up. With a group of villagers under attack, will even the combined forces of these two heroes be enough to take down Rough and Tumble???",English,USA,32,http://openlibrary.org/isbn/9781101636459-S.jpg,IDW Publishing,2018-04-18
9781526610232,Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,none,"'A must-read' MARK MANSON

'Exactly what most of us need in order to focus on what is important, rather than the dazzling, illuminated, unsatisfying distractions of modern life' MATT HAIG

'Does exactly as it promises. Amazing' CHRIS EVANS

'A guide to staying focused in an age of constant distraction' GUARDIAN

'Eyal argues with impeccable logic' THE TIMES

'Masses of really useful arsenal and some very interesting studies about how to be less distracted in the world' PANDORA SYKES

'Now there's a way we can regain our ability to focus' RED
___________________________

We are living through a crisis of distraction. Plans get sidetracked, friends are ignored, work never seems to get done. 

Why does it feel like we're distracting our lives away?

In Indistractable, behavioural designer Nir Eyal shows what life could look like if you followed through on your intentions. Instead of suggesting a digital detox, Eyal reveals the hidden psychology driving you to distraction, and teaches you how to make pacts with yourself to keep your brain on track. Indistractable is a guide to making decisions and seeing them through. 

Empowering and optimistic, this is the book that will help you design your time, realise your ambitions, and live the life you really want.",English,UK,400,http://openlibrary.org/isbn/9781101636459-S.jpg,Bloomsbury Publishing,2019-10-17
9780765396143,"Chronicle of the Unhewn Throne: (The Emperor's Blades, The Providence of Fire, The Last Mortal Bond)",Brian Staveley,none,"This discounted ebundle of Chronicle of the Unhewn Throne includes: The Emperor's Blades, The Providence of Fire, The Last Mortal Bond“An enchanting union of old and new.” —Pierce BrownThe emperor of Annur is dead, slain by enemies unknown. His daughter and two sons, scattered across the world, do what they must to stay alive and unmask the assassins. But each of them also has a life-path on which their father set them, destinies entangled with both ancient enemies and inscrutable gods.The Emperor’s Blades — Three siblings: Kaden, the heir to the Unhewn Throne, has spent eight years sequestered in a remote mountain monastery. An ocean away, Valyn endures the brutal training of the Kettral. At the heart of the empire, Adare hunts those who murdered her father.The Providence of Fire — Kaden infiltrates the Annurian capital, while Adare flees the Dawn Palace in search of allies to challenge the coup against her family. As armies prepare to clash, the threat of invasion compels the rival forces to unite. Unknown to Adare, Valyn has allied with the invading nomads.The Last Mortal Bond — The ancient csestriim are back to finish their purge of humanity; armies march against the capital; capricious gods walk the earth in human guise, but the imperial siblings at the heart of it all soon understand that there may be no reconciling their conflicting visions of the future.Chronicle of the Unhewn Throne
The Emperor's Blades
The Providence of Fire
The Last Mortal BondOther books in the world of the Unhewn Throne
SkullswornAt the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",English,Australia,1728,http://openlibrary.org/isbn/9781101636459-S.jpg,Macmillan,2016-12-06
9781302486112,All-New Wolverine Vol. 1: The Four Sisters,Tom Taylor,none,"Now SHE'S the best there is! X-23 was created to be a weapon and, for a time, that's all she was. But with the help of her mentor, Logan - the original Wolverine -she escaped that dark past. Now the man she knew has fallen, but Laura will honor his memory as the All-New Wolverine. But with the famous cowl comes a world of misery and mystery...like the devastating secret of the Four Sisters. Uncovering it will involve new friends Dr. Strange and the Wasp, and lethal new enemies like the Taskmaster! But after recent events, Laura is growing used to doing everything in her power to save those around her from forces hell-bent on destruction. If anyone can stop them, it's Laura. After all, it's what Wolverine does. COLLECTING: ALL-NEW WOLVERINE 1-6.",English,USA,136,http://openlibrary.org/isbn/9781101636459-S.jpg,Marvel Entertainment,2016-05-11
